,tweet,attitude
52,"As we continue facilitating working conditions that are conducive to good health, we need you to #MaskUp and pledge… https://t.co/qmCRk7yJlN",1
53,"#MaskOn Please  

https://t.co/NLqpUDjdUV 

#eztax #COVIDー19 #COVIDSecondWave #April #mumbailockdown #lockdown2021… https://t.co/dUzrEQFgTl",1
54,"Your habits are your medicines. This World Health Day, switch to a healthier routine to keep yourself healthy, acti… https://t.co/GKbCwnVMm6",1
55,"When you are young and healthy, a pandemic might not look like that much of a scare. However, by putting yourself a… https://t.co/d4dO5SOLs4",1
56,"The first wealth is Health!!!
#Health #WorldHealthDay #StudyAbroad #KrishnaConsultants #KCOverseasEducation #MaskOn… https://t.co/yuLzciUyIY",1
57,"Zoom in for a gentle reminder on #WorldHealthDay
.
.
.
#InCred #HealthDay #HealthDay2021 #HealthyLifestyle #MaskOn… https://t.co/QQo8k71TLA",1
58,"Stay positive, test negative. 

#worldhealthday #healthforall #maskon #stayhome #stayhealthy https://t.co/audlZ1cbyl",1
59,"Been around Tamilnadu and Kerala, covering elections in the crowd, rallies and public meets. Tested for #Covid19 an… https://t.co/4EzAxWTyYE",1
60,"Put on a mask to protect your health &amp; everyone around you. Wear Mask, Save Lives!

#WorldHealthDay… https://t.co/CyQLI4Umak",1
61,"A gentle reminder to all our fellow citizens, the battle against COVID-19 is still on, please do take precautions,… https://t.co/h5vziPEzD6",1
62,Walking the Vegas strip..get told by a cop to put my mask on...moments later I saw a drunk guy pulling his Di€k out… https://t.co/LwxH71tdBY,1
63,"#nowever Anti-maskers on planes when the cabin pressure light goes on:   Yeah, that’s another mask they can bitch about. #MaskOn",1
64,"Today was NOT the day to be eating boogers in my class. 😝😫😤

#tiredteacher #maskon #fingersout #WashYourHands",1
65,📷 Masks of Miss Val part 2 #masks #maskon #maskup #facemask https://t.co/qxN1w1gI9y https://t.co/652CIflE2i,1
66,Masks of Miss Val part 2 #masks #maskon #maskup #facemask https://t.co/BBD2MdWZhB,1
67,We may not look this packed anymore (photo from 2019) but we still know how to party w/ a #maskon… https://t.co/vigd9OPT82,1
68,"By the way 
Does this @ToniKroos have Kids?
Just to remember i did it for my son few Times and i will do it again… https://t.co/QqkeM7pao4",1
69,OUTRIDERS. tEcHnOmAnCeR! LETS GOOOOO 😎 *ROAD TOO 400 FOLLOWERS*   #twitchstreamer #streaming #gaming  #twitchtv… https://t.co/MQQagsCkNM,1
70,📷 Masks of Miss Val part 1. My kids &amp; I love wearing masks that match our outfits or reflect our moods. How about y… https://t.co/eHukiGu6ez,1
71,Masks of Miss Val part 1. My kids &amp; I love wearing masks that match our outfits or reflect our moods. How about you… https://t.co/XUAdjzfXey,1
72,We all feel it: hang in there #MaskOn #COVID19 https://t.co/D4NuCVtUxu,1
73,I am officially vaccinated. #covid_19 #lupuswarrior #protectingmyselfandothers #moderna #seconddose #togetherwecan… https://t.co/wb0IEu4vuG,1
74,Vaccine appointments are available today. Word is the State's vaccine supply is improving slightly. To get an appoi… https://t.co/GsyanPwozu,1
75,"Pressure Pressure💎
@gmfb @NFLFLAG @nflnetwork @BuffaloBills @izellreese #HarlemElite2021 #NFLFlagHarlem2021 #5v5… https://t.co/UaxZrk3n1V",1
76,"It’s time to get your #MaskOn and keep your doubts at bay with our #SaferThanEver stores.  

#SayYesAgain to worry-… https://t.co/R9DUI57BHe",1
77,"@OfficialDMRC Great News..!!

#FollowCovidProtocols #MaskOn with #Vaccination
#NoneAboveTheNation… https://t.co/RTS1bD5e5Z",1
78,"Bought the N95 masks for the first time only because 18 starts driving lessons next week &amp; in a very close, enclose… https://t.co/xvqSbu7Swm",1
79,"#WARDHA_DISTRICT #CORONA_UPDATE DATE 06.04.2021
#maskup #wearamask #maskon
#socialdistancing https://t.co/II5eMGBDAD",1
80,"We’re in this together #BERMUDA🇧🇲
#MaskOn😷 
#rideHITCH🚖 https://t.co/aq59YIWJno",1
81,"Mom and I on the Canopy Bridge.
World's Largest Indoor Waterfall.
(Jewel Changi Airport - Singapore)… https://t.co/hyUJNZ921p",1
82,"Keep your #MaskOn even while doing vigorous activities every day. DittoMask #sportsmask has a durable, washable, an… https://t.co/CG0L5Ik0DN",1
83,@jrhlntng You too! Congrats! But still #MaskOn,1
84,"Amid the rise in Covid cases, Delhi Govt imposes night curfew from 10 pm to 5 am till April 30 with certain excepti… https://t.co/4cverstSBy",1
85,"World's Largest Indoor Waterfall.
(Jewel Changi Airport - Singapore) #motherdaughterbonding #motherdaughter #wefie… https://t.co/SWzgXfZqs0",1
86,"World's Largest Indoor Waterfall.
(Jewel Changi Airport - Singapore) #motherdaughterbonding #motherdaughter #wefie… https://t.co/pxYmOnP5a3",1
87,"I Got Vaccinated 💉There is an unstated hesitation among people about getting the COVID-19 vaccine. But, it is equal… https://t.co/xx9lJFBk5J",1
88,"@janirahil1 ૨/n 
I tk utmost care for myself, my family and society...just simple measures and few silky sacrifices… https://t.co/ARYLzZ4Dnr",1
89,"#MaskOn &amp; #StaySafe like @advani_kiara 💚😷 

#Kiara #KiaraAdvani #MaskUp #WearAMask https://t.co/PSjuuFoujU",1
90,"Don't blame the statistics! @janani.life urges you to #stayathome #staysafe. Maintain #socialdistancing, Namaste ov… https://t.co/cVtoUXpEDd",1
91,Tweet of the hour :) #MaskOn #StayHome #GetVaccinatedPune https://t.co/WwcEWm0sbL,1
92,@detikcom #MaskOn or you'll be end up like him,1
93,@82tushar @HemanNamo @_pallavighosh @payalmehta100 @narendramodi @LogicalHindu_ @Tushar15_ @angadadlakha A day late… https://t.co/JYb7ZhqnDr,1
94,#NewProfilePic2️⃣0️⃣2️⃣1️⃣ #maskon😷😷#stayhome staysafe🙂🥱 https://t.co/OsL2mJltwX,1
95,"@themrs805 Same for me, soon. I am also worried about the second shot, as the next day I’m going to a Drag Brunch!… https://t.co/Z7ONCEwMsF",1
96,keep the #MaskOn #COVIDー19 sponsored by #JNE lmao https://t.co/bXeOWCuaqO,1
97,"😱😱 Going ⬆️
@NFLFLAG @nflnetwork @gmfb 
#HarlemElite2021 #NFLFlagHarlem2021 #5v5 #FlagFootball… https://t.co/Wm0RXzwATn",1
98,"Pitch and Catch.
@NFLFLAG @gmfb @nflnetwork #HarlemElite2021 #NFLFlagHarlem2021 #5v5 #FlagFootball… https://t.co/vNf6YfRTsL",1
99,"COVID-19 UPDATE: 05/04/2021.
There are now 163,330 reported. cases of #COVID19  in Nigeria
No. of New cases: 135.
N… https://t.co/AduTN3fQGM",1
100,@MLB Tell your Umpires to cover their nose. Watching the #Marlins game and the Umpires not covering their face prop… https://t.co/aXYFoTYHEB,1
101,"Caught some Warrior 🏀 today. 

Boys look 🔒 in for Valencia tomorrow.

#maskon

#ItsagreatdaytobeaWARRIOR https://t.co/jYt6t9RHdR",1
102,"I had to rub my eyes, saw ‘most’ people on the street wearing a mask this morning. I’m not sure what has changed th… https://t.co/i03YZPi5Ge",1
103,"Do your duty as a citizen and as a humanitarian. Vote for a better tomorrow and while you are at it, don't forget t… https://t.co/GMEEfRQY5I",1
104,"Beautiful day for a walk. African print masks 😍😎🔥 #maskon .
.
.
.
.
.
.
#quarentinelife #curlycommunity… https://t.co/bsnCYorSgc",1
105,"Back in stock by popular demand.
Search: Shepherdly Song. 
.
.
@libertyfabrics @libertylondon #maskon #SirissiMask… https://t.co/47ZumEQwXt",1
106,@bwalt80 came ready to rock! You can now zoom our livestream podcast on our website! Every Monday @6:30PM PST go to… https://t.co/v5rvnASO4q,1
107,Just hold on. #maskup #MaskOn https://t.co/ATL3xlRBV9,1
108,"Ask and you shall receive!

Got Your Shot?

Get Your Mask! 

Wearing your COVID-19 Vaccinated Mask will  encourage… https://t.co/9bpJcayeK4",1
109,"World's Largest Indoor Waterfall.
(Jewel Changi Airport - Singapore) #motherdaughterbonding #motherdaughter #wefie… https://t.co/3fbeDsQbKw",1
110,"Masked Cat.
Monday reminder 
Good Night 
#ektajain #actress #model #anchor #masks #maskon #takecareofyourself #cats… https://t.co/EBDoD5xvzu",1
111,"World's Largest Indoor Waterfall.
(Jewel Changi Airport - Singapore) #motherdaughterbonding #motherdaughter #wefie… https://t.co/TOOICy9BvW",1
112,"#WARDHA_DISTRICT #CORONA_UPDATE DATE 05.04.2021
#maskup #wearamask #maskon
#socialdistancing https://t.co/SJdgdUmoSe",1
113,"Mummy dearest ❤
World's Largest Indoor Waterfall.
(Jewel Changi Airport - Singapore) #motherdaughterbonding… https://t.co/dA8zpNQQ0a",1
114,"Dropping the mask won't make you free, keeping COVID-19 away will! So #BringTheMaskBack and stay safe for a healthi… https://t.co/YN0h2KAzxL",1
115,"April 17th 2021

@IOSKA presents a Poetry and Spoken Word Open Mic welcoming all poets and spoken word artists alik… https://t.co/SASPP8Pvod",1
116,We must adhere to the safety precautions for our own and other's safety. It is a social responsibility and a moral… https://t.co/lVuMMU3rti,1
117,"@educationgovuk @GavinWilliamson @halfon4harlowMP @KateGreenSU @Keir_Starmer 👇
government has so far failed to… https://t.co/CXZ6fERJQ1",1
118,"@GavinWilliamson 👇 #COVIDisAirborne we need #ventilation, #CO2 monitors in classrooms, and #MaskOn in ALL education… https://t.co/QfCmEsdbff",1
119,"Let's get on Monday 
Good morning 🙏🌄
#ektajain #actress #model #mondaymood #letsgo #newweek #newbeginning #maskon😷… https://t.co/9asssyYlmr",1
120,fatalis hunting! im trying to beat him for the first time 😎 *ROAD TOO 400 FOLLOWERS*   #twitchstreamer #streaming… https://t.co/ELF9AwkpIs,1
121,i here to kick ass and chew bubble gum and im all out of gum 😎 *ROAD TOO 400 FOLLOWERS*   #twitchstreamer… https://t.co/FdxnomcOmG,1
122,#Japan going into permanent all day all night #maskon public manna lockdown at #stayhome at #staywork outside insid… https://t.co/HLfoqEECJf,1
123,Was able to grab a pick of the Easter bunny #EasterBunny #Easter2021 #Easter #covidbunny #maskon https://t.co/K4KRVpXvHy,1
124,"Don't believe the rumours. No speculations please. No Day Curfew being planned in Odisha at this stage, confirms… https://t.co/dHwFIUGKs6",1
125,"#WARDHA_DISTRICT #CORONA_UPDATE DATE 04.04.2021
#maskup #wearamask #maskon
#socialdistancing https://t.co/GhLpZQJEyL",1
126,Oh God... #maskon stay safe everyone! https://t.co/JhxqO5keUd,1
127,"Wear a mask.

 #MaskOn https://t.co/qeNcYV8sNc",1
128,@thecodf87255414 at this point its just a weird look. #maskon,1
129,"Don't give us any excuses for wear a #Mask😷 If they can wear, why not we ? Let's wear a Mask😷 and save other #Life'… https://t.co/Aao6dEy0lX",1
130,"Mask on
.
😍
#ʸᵃⁿᵉᵏᵏⁱ #yanekkitan 
#ᵇᵘˢⁱⁿᵉˢˢʷᵒᵐᵃⁿ
#ˡᵒᵛᵉᵏⁱᵈˢ #ᶜᵃᵗʷᵃˡᵏᶜᵒᵃᶜʰ
#ᵐᵒᵗʰᵉʳᵒᶠᵒⁿᵉ
#ᵉⁿʲᵒʸˡⁱᶠᵉ #ᵐʸˡⁱᶠᵉ… https://t.co/0GPfi9HVA4",1
131,"⁦@WSJ⁩   #wsjDuh Dr. #Fauci , Tear Off These Masks: #maskON 😷 #MaskMore #stopsCovid #slamsFlu thousands #livesSaved… https://t.co/DP41rw86tE",1
132,"@truehamiltonian Do you even wear a mask bro?!
#maskon #trueHamiltonian #HamiltonIsHome #beproudofyourcity https://t.co/SpLXtsYZ2m",1
133,Wishing you a very Happy Easter!  May God bless you with the immense happiness of the world upon you and your famil… https://t.co/AhjTXJFPnd,1
134,"Easter Greetings from us to you! 

Share hope &amp; love with your friends and loved ones this season. 
Please take car… https://t.co/GczE1C2IhP",1
135,Mummy and I with another matching mask. ❤❤ #wefie #wefiefun #motherdaughterbonding #motherdaughter #maskon… https://t.co/Fle0nSiUYM,1
136,Sense when can't I window shop❤️🙌🏾🤣💯 besides last I checked going for a hike or a walk is Free #Maskon😷 I'm out😌💅🏾💯 https://t.co/CjgVYnAuUs,1
137,@GavinWilliamson 👇 Primary cases biggest driver in education - #maskOn + adequate #Ventilation + CO2 monitors are n… https://t.co/ZXNnC85SdL,1
138,@AndyBurnhamGM 👇this is why we know the gov't is still following #herdimmunity in schools. Across Europe masks are… https://t.co/KBmWZJz7KB,1
139,"“Men are anxious to improve their circumstances, but are unwilling to improve themselves; they, therefore, remain b… https://t.co/WecknuhE18",1
140,"That radiologist with whom I was sitting and talking 2 days ago, tested positive for Covid and got admitted...

Cov… https://t.co/ZunK4C6Jp6",1
141,"@MusicThaman Sure Anna #Maskon 😷 
 #VakeelSaabPreReleaseEvent",1
142,Prevent CORONA from spreading. Always wear mask at public places. #maskon #mask #wearamask @ Ferozpur Pb05 https://t.co/H91KS0wBQY,1
143,"#SAFEkaDITOsaDDH

#DidYouKnow that wearing a Face Shield and wearing a Face Mask at the same time, increases your p… https://t.co/aEDhMTf6qH",1
144,"My office for the day 😎

#CannaProShow
#DJMatrox
#Wrestling
#SDHipHop
#LiveEvents
#MaskOn😷
#DJLife
#SanDiegoDJ… https://t.co/2APlFgsmEg",1
145,"🖤
Mask up to protect loved ones!
#miranburhan #maskon #maskup #covid_19 #pandemic #black #kurdistan #erbil… https://t.co/JrLOE84AJq",1
146,@Lophophanes @NatNewbiggin X20 Haymarket to Lynemouth and a short walk. #maskon,1
147,@srijanpalsingh No. People should open up to accepting and trusting the supply chain process. And more there person… https://t.co/GxgqhEFUp4,1
148,"Hey, I know traveling, especially with kids is tough! So here are a few family friendly things to do in Frisco Texa… https://t.co/nQ9sifcK0h",1
149,"i here to kick ass and chew bubble gum and im all out of gum 😎 *ROAD TOO 400 FOLLOWERS*  
 #twitchstreamer… https://t.co/hiqx56c8K7",1
150,@MoHFW_INDIA @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @COVIDNewsByMIB… https://t.co/zaGYAxSmXx,1
151,"These days masks have become our savior, damn my positive spin on wearing a mask all day is no makeup required at w… https://t.co/DGetXVfPD1",1
152,"14 Days from today, we’ll be back on a ball diamond together. Time to make some noise ⚡️. #maskon #stormcoming https://t.co/sU5EU6NwBU",1
153,"Happy Easter - from all of us @GERIinitiative 
@unwomenNG @SHFund__ @FMWR_Nigeria @CSDevNet1 @FMWA_ng @PACJA1… https://t.co/BagozJwRFH",1
154,@MoHFW_INDIA @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @COVIDNewsByMIB… https://t.co/4WExazXB5f,1
155,@ScoutDerden @CNN Well at least we agree on a few things that’s good legalize it for sure. It seems like we have lo… https://t.co/YBeLZCrRsD,1
156,@anujsharmacg @ipskabra @ChhattisgarhCMO @bhupeshbaghel @amarjeetcg @AkashSharmaINC @SaralPatel @Devendra_1925… https://t.co/JhvoqyDlqY,1
157,"#WARDHA_DISTRICT #CORONA_UPDATE DATE 03.04.2021
#maskup #wearamask #maskon
#socialdistancing https://t.co/ccfHAvkODx",1
158,"Fresh dressed S. 

#santotrafficante #santoboss #rapromano #hiphopitaliano #liricistanumberuno #ghiaccioilprincipio… https://t.co/FkiLcPmcCl",1
159,The #pandemic is not over yet. This is a crucial #time where all the necessary #covid guidelines have to be followe… https://t.co/Lq0RzTcUL4,1
160,"Job loss, Lockdown, slow business etc.... All can be controlled with just two simple things.

1. People safety - Ma… https://t.co/xcJyaKJKgW",1
161,"#COVID Cases in #Telangana cross 1K mark.

In the past 24 hours 1078 positive cases (GHMC 283, Medchal-Malkajgiri-1… https://t.co/eQf4cMCWzM",1
162,#maskon #Pune - we are in a semi lockdown!,1
163,Exclusive mask on deck!!! #maskforsale #maskon #MaskUp https://t.co/GmygA5xyot,1
164,"COVID-19 UPDATE: 02/04/2021.
There are now 163,063 reported. cases of #COVID19  in Nigeria
No. of New cases: 66.
No… https://t.co/cxDndZ3Eg1",1
165,"A reminder from our boys...@BTS_twt 
#keepsafe #maskOn #StayAtHome 

CTTO https://t.co/LM31AS1KjN",1
166,Jackboyz in the building tonight🖤 @WilliamsCahlil @CalebCurtain 3 picks tonight!#MaskOn,1
167,"Babuska Boy ( Mask On) 

#friday #fridayvibes #sns48lordsire #goodevening #maskup #maskon #model #night… https://t.co/eA1hWoR4Xc",1
168,"Have a funky, masked up Easter this year! Let’s celebrate Easter with our family, friends and community in a safe w… https://t.co/rBIMQTPbz3",1
169,"Props to our friends @  Native American Homies Empowerment, who vaccinated 150 folks from 94603. Hosted by Praise F… https://t.co/Nf6lvLfisT",1
170,"Thank you to our partners in Fremont, Friends of Children with Special Needs for hosting a vaccine event.… https://t.co/mn8pUFphn2",1
171,#COLORWAY #NEW White #Background #Covid #Nurse #Healthcare #Worker #MaskOn #BadgeReel #BadgeHolder #CandyClips… https://t.co/KadWygKaXi,1
172,"What feels illegal but isn't? Going to the dentist during a #pandemic 
#MaskOn #maskoff",1
173,Boosting my adrenaline’s #maskon #aintnofuckinway #robthegame https://t.co/Hh1op4m4iF,1
174,"Always wear your #MaskOn for safety especially when around other people in an intimate event.

#CustomizedMask… https://t.co/JRHpzUNlmI",1
175,Just got my second #Vaccine shot. Thank you @VeteransHealth @DeptVetAffairs #Knoxville #Tennessee my fellow… https://t.co/soRpMCGuTa,1
176,We take mask-wearing seriously in Canada. #WearAMask #MaskOn #mask #Canada https://t.co/xGeBQjTxjo,1
177,"I love when it’s cold INSIDE the shop! Said no one, ever. T minus, 30 minutes...
#maskon #hoodieseason… https://t.co/v3ja1O2YkZ",1
178,@Markplant I cannot wait to see this in the theatre with my husband this weekend - #MaskOn !  Game On! https://t.co/tGIGbSY1YZ,1
179,"This is the life's we live in! 🎭
You have to put on your other face to deal with people!!
#LifeGoesOn #drug… https://t.co/s07XjeOqXW",1
180,Now it's a good Friday. #cheungfun #downtownlife #EmergencyBrake #maskon😷 @ 松柏軒 Dynasty Chinese Cuisine https://t.co/QgjWmawZpM,1
181,"""The person in the mirror is your only competition."" 
#Inspirational
#MaskOn https://t.co/uytqJnQAgH",1
182,"Family Health Partnership Clinic family members Sandy and Alejandra!

Our restrictions have loosened but our masks… https://t.co/VK5rcesOzx",1
183,We will be closed from April 5th through April 9th for Spring Break. We wish our students and staff a safe and heal… https://t.co/RHPu7DynRa,1
184,“Running late with half my makeup on.” #MaskOn #fargo #letsgo https://t.co/CsnJwUo9YP,1
185,"#WARDHA_DISTRICT #CORONA_UPDATE DATE 02.04.2021
#maskup #wearamask #maskon
#socialdistancing https://t.co/HOnhNrlLjF",1
186,"Let’s get funky and wear our Easter masks! We don’t know about you, but we want to celebrate Easter with our family… https://t.co/YLcjW0iHhM",1
187,"Still trying to do my part to help fight covid.
#maskup #maskon #mask #masks #ladydj #awardwinning #pioneerdj… https://t.co/2KCQV7JvSy",1
188,"#Spain Passes Law Mandating Face #Masks Even While Swimming in the Sea?!?! WTF?!

https://t.co/XWWN35nCxU… https://t.co/DhS8egwcBc",1
189,Get my art printed on awesome products at Redbubble #RBandME: #redbubble #artshare #HomeDecor #MaskUp #MaskOn… https://t.co/tWfpi4kaiI,1
190,Let’s have a magical night! Open 4PM to 6AM!! Please make sure to bring your mask when you come to party! It helps… https://t.co/1Rt1j84dWR,1
191,Thank you @SouthwestAir for ensuring the health and safety of your passengers. #MaskUp #MaskOn #ThinkOfOthers https://t.co/j3Qrtr1zzn,1
192,"Don't get caught being a fool.

Wear a mask(coughy filter) whether you be in #lisbon #tokyo #manila #oslo #rio… https://t.co/oM72Ayhpur",1
193,"Blessed to see another year 🎂

#view #sky #clouds #plants #maskon #myday #photobytheboyfriend https://t.co/fPajV5t0Ve",1
194,"Easter Greetings from us to you! 😀

Share hope &amp; love with your friends and loved ones this season. Please take car… https://t.co/kjUE9WKqvt",1
195,"Let’s get funky and wear our Easter masks! We don’t know about you, but we want to celebrate Easter with our family… https://t.co/T3E0G1Bkaw",1
196,"Happy Easter to all our staff and clients, may you and your loved ones be safe  during this precious time together!… https://t.co/vwzMLMNhwM",1
197,"@GavinWilliamson Would you care to #MakeSchoolsSafe ? 'we were able to demonstrate that
relatively low-cost air cle… https://t.co/HTkBtn9zIr",1
198,"Today's Golden rule
#MaskOn
But what if someone puts
Mask with Gold 😎😀😷

@PBnrg @rjginnie  @Suresh_IRS… https://t.co/SvACrsXmEB",1
199,All these people are fully vaccinated. #MaskOn https://t.co/Hm5XivxO27,1
200,"COVID-19 UPDATE: 01/04/2021.
There are now 162,997 reported. cases of #COVID19  in Nigeria
No. of New cases: 106.
N… https://t.co/fLrCaGIgQA",1
201,DittoMask #sportsmask is made up of flexible materials and wrap-around stretch bands that secure a snug fit that st… https://t.co/mtQX1rhSXN,1
202,"What is the v-safe app?
@AlamedaCounty  #BeWell #MAskON #BeatCOVID
https://t.co/RCjnf5mXQE",1
203,"There's a lot of angry folk on twitter tonight.

To each and every one of you, here I am, sending you a huge hug an… https://t.co/AwllC2Gd3e",1
204,"My first music video, hahah. Great job @downfromdublin honouring @CMOH_NL &amp; reminding everyone to #HoldFast #MaskOn… https://t.co/EKhET9fpmH",1
205,"If I have to tell one more person to wear their mask, or that it needs to go above their nose, I’ll self combust. T… https://t.co/FmZxgEtYTk",1
206,Perfect day to soak up some sunshine while staying safe! #maskon #socialdistanced bonding over #teamsport… https://t.co/184XkKdrth,1
